State,Route_name,Route_link
Andhra Pradesh,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Andhra Pradesh,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad
Andhra Pradesh,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam
Andhra Pradesh,Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore
Andhra Pradesh,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi
Andhra Pradesh,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore
Andhra Pradesh,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore
Andhra Pradesh,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole
Andhra Pradesh,Anantapur (andhra pradesh) to Bangalore,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore
Andhra Pradesh,Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa
Andhra Pradesh,Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad
Andhra Pradesh,Bangalore to Chittoor (Andhra Pradesh),https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh
Andhra Pradesh,Bangalore to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/bangalore-to-ananthapur
Andhra Pradesh,Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada
Andhra Pradesh,Kadiri to Bangalore,https://www.redbus.in/bus-tickets/kadiri-to-bangalore
Andhra Pradesh,Vinukonda to Hyderabad,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad
Andhra Pradesh,Bangalore to Kadiri,https://www.redbus.in/bus-tickets/bangalore-to-kadiri
Andhra Pradesh,Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet
Andhra Pradesh,Madanapalli to Bangalore,https://www.redbus.in/bus-tickets/madanapalli-to-bangalore
Andhra Pradesh,Narasaraopet to Hyderabad,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad
Andhra Pradesh,Rajahmundry to Visakhapatnam,https://www.redbus.in/bus-tickets/rajahmundry-to-visakhapatnam
Andhra Pradesh,Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad
Andhra Pradesh,Chennai to Tirupati,https://www.redbus.in/bus-tickets/chennai-to-tirupathi
Andhra Pradesh,Bangalore to Madanapalli,https://www.redbus.in/bus-tickets/bangalore-to-madanapalli
Andhra Pradesh,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad
Andhra Pradesh,Rayachoti to Bangalore,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore
Andhra Pradesh,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool
Andhra Pradesh,Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai
Andhra Pradesh,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada
Andhra Pradesh,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada
Andhra Pradesh,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur
Andhra Pradesh,Macherla (andhra pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/macherla-to-hyderabad
Andhra Pradesh,Nandyal to Hyderabad,https://www.redbus.in/bus-tickets/nandyala-to-hyderabad
Andhra Pradesh,Hyderabad to Eluru,https://www.redbus.in/bus-tickets/hyderabad-to-eluru
Andhra Pradesh,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti
Andhra Pradesh,Kurnool to Hyderabad,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad
Andhra Pradesh,Hyderabad to Vinukonda,https://www.redbus.in/bus-tickets/hyderabad-to-vinukonda
Andhra Pradesh,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam
Andhra Pradesh,Kurnool to Bangalore,https://www.redbus.in/bus-tickets/kurnool-to-bangalore
Andhra Pradesh,Rajahmundry to Hyderabad,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad
Andhra Pradesh,Amalapuram to Visakhapatnam,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam
Andhra Pradesh,Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada
Andhra Pradesh,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry
Andhra Pradesh,Hyderabad to Macherla (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-macherla
Andhra Pradesh,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore
Andhra Pradesh,Tadipatri to Bangalore,https://www.redbus.in/bus-tickets/tadipatri-to-bangalore
Andhra Pradesh,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada
Andhra Pradesh,Visakhapatnam to Amalapuram,https://www.redbus.in/bus-tickets/visakhapatnam-to-amalapuram
Andhra Pradesh,Hyderabad to Markapuram,https://www.redbus.in/bus-tickets/hyderabad-to-markapuram
Andhra Pradesh,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala
